Revavroom,Base,B+,Physical Attacker;Has Speed Control
Orthworm,Base,B+,Defensive;Support
Eelektross,Mega,B+,Special Attacker;Physical Attacker
Falinks,Mega,B+,Physical Attacker;Stat Boosting Setup
Froslass,Mega,B+,Special Attacker;Snow weather synergy;Has Speed Control
Malamar,Mega,B+,Physical Attacker;Stat Boosting Setup
Golurk,Mega,B+,Physical Attacker;Support
Crabominable,Mega,B+,Physical Attacker;Snow weather synergy
Blastoise,Base,C,Special Attacker;Defensive
Blastoise,Gigantamax,C,Special Attacker;Defensive
Pidgeot,Mega,C,Special Attacker;Has Speed Control
Nidoqueen,Base,C,Special Attacker;Defensive
Poliwrath,Base,C,Physical Attacker;Rain weather synergy
Alakazam,Base,C,Special Attacker;Has Speed Control
Victreebel,Base,C,Physical Attacker;Special Attacker;Sun weather synergy
Kingler,Gigantamax,C,Physical Attacker
Electrode,Hisuian,C,Support;Has Speed Control
Ampharos,Base,C,Special Attacker
Steelix,Mega,C,Physical Attacker;Defensive;Sand weather synergy
Houndoom,Base,C,Special Attacker;Sun weather synergy
Miltank,Base,C,Support;Defensive
Shedinja,Base,C,Support
Mawile,Base,C,Support;Physical Attacker
Aggron,Base,C,Physical Attacker;Defensive
Sharpedo,Base,C,Physical Attacker;Has Speed Control
Camerupt,Base,C,Special Attacker;Needs Speed Control;Sun weather synergy
Claydol,Base,C,Support;Needs Speed Control
Glalie,Mega,C,Special Attacker
Regice,Base,C,Special Attacker;Snow weather synergy
Electivire,Base,C,Physical Attacker
Regigigas,Base,C,Physical Attacker
Leavanny,Base,C,Physical Attacker;Support
Crustle,Base,C,Physical Attacker
Garbodor,Gigantamax,C,Defensive
Emolga,Base,C,Support;Has Speed Control
Grapploct,Base,C,Physical Attacker
Morgrem,Base,C,Support
Oinkologne,Female,C,Support;Defensive
Sandslash,Alolan,C-,Physical Attacker;Snow weather synergy;Has Speed Control
Vileplume,Base,C-,Support;Special Attacker;Sun weather synergy
Venomoth,Base,C-,Support;Stat Boosting Setup;Has Speed Control
Golduck,Base,C-,Special Attacker;Rain weather synergy
Machamp,Base,C-,Physical Attacker
Machamp,Gigantamax,C-,Physical Attacker
Tentacruel,Base,C-,Support;Defensive
Rapidash,Galarian,C-,Physical Attacker;Has Speed Control
Muk,Base,C-,Physical Attacker;Defensive
Kingler,Base,C-,Physical Attacker
Hitmonlee,Base,C-,Physical Attacker
Mr. Mime,Base,C-,Support;Has Speed Control
Jynx,Base,C-,Special Attacker;Has Speed Control
Electabuzz,Base,C-,Special Attacker;Has Speed Control
Tauros,Base,C-,Physical Attacker
Jolteon,Base,C-,Special Attacker;Has Speed Control
Omastar,Base,C-,Special Attacker;Rain weather synergy
Kabutops,Base,C-,Physical Attacker;Rain weather synergy
Articuno,Base,C-,Defensive
Togetic,Base,C-,Support
Quagsire,Base,C-,Defensive
Forretress,Base,C-,Defensive;Support
Steelix,Base,C-,Physical Attacker;Defensive;Sand weather synergy
Granbull,Base,C-,Physical Attacker
Ursaring,Base,C-,Physical Attacker;Stat Boosting Setup
Piloswine,Base,C-,Physical Attacker;Snow weather synergy
Donphan,Base,C-,Physical Attacker
Linoone,Galarian,C-,Physical Attacker;Stat Boosting Setup
Swellow,Base,C-,Physical Attacker;Has Speed Control
Slaking,Base,C-,Physical Attacker
Exploud,Base,C-,Special Attacker
Roselia,Base,C-,Support;Special Attacker
Cacturne,Base,C-,Physical Attacker;Sun weather synergy
Lunatone,Base,C-,Support;Needs Speed Control
Solrock,Base,C-,Support;Physical Attacker
Whiscash,Base,C-,Physical Attacker;Needs Speed Control
Cradily,Base,C-,Defensive;Sand weather synergy
Glalie,Base,C-,Special Attacker
Walrein,Base,C-,Defensive;Snow weather synergy
Rampardos,Base,C-,Physical Attacker
Bastiodon,Base,C-,Defensive;Support
Vespiquen,Base,C-,Support;Defensive
Ambipom,Base,C-,Physical Attacker;Has Speed Control
Lopunny,Base,C-,Physical Attacker
Skuntank,Base,C-,Physical Attacker;Support
Lickilicky,Base,C-,Support;Defensive
Probopass,Base,C-,Defensive;Support
Swoobat,Base,C-,Special Attacker;Stat Boosting Setup;Has Speed Control
Audino,Base,C-,Support;Defensive
Sawk,Base,C-,Physical Attacker
Carracosta,Base,C-,Physical Attacker;Rain weather synergy
Garbodor,Base,C-,Defensive
Swanna,Base,C-,Special Attacker;Has Speed Control
Stunfisk,Base,C-,Support
Gogoat,Base,C-,Physical Attacker
Dedenne,Base,C-,Support;Has Speed Control
Avalugg,Base,C-,Defensive
Toucannon,Base,C-,Physical Attacker
Komala,Base,C-,Physical Attacker
Greedent,Base,C-,Physical Attacker;Defensive
Thievul,Base,C-,Support;Has Speed Control
Dubwool,Base,C-,Defensive
Oinkologne,Male,C-,Physical Attacker;Support
Spidops,Base,C-,Support;Defensive
Squawkabilly,Green Plumage,C-,Physical Attacker
Squawkabilly,Blue Plumage,C-,Physical Attacker
Squawkabilly,Yellow Plumage,C-,Physical Attacker
Squawkabilly,White Plumage,C-,Physical Attacker
Wugtrio,Base,C-,Physical Attacker
Kangaskhan,Base,"C""",
Butterfree,Base,C+,Support;Has Speed Control
Butterfree,Gigantamax,C+,Support;Has Speed Control
Beedrill,Mega,C+,Physical Attacker;Has Speed Control
Persian,Alolan,C+,Support;Has Speed Control
Electrode,Base,C+,Support;Has Speed Control
Exeggutor,Base,C+,Special Attacker;Sun weather synergy
Exeggutor,Alolan,C+,Special Attacker;Sun weather synergy
Weezing,Base,C+,Support;Defensive
Starmie,Base,C+,Special Attacker;Has Speed Control
Lapras,Base,C+,Special Attacker;Defensive
Aerodactyl,Base,C+,Support;Has Speed Control
Typhlosion,Base,C+,Special Attacker;Sun weather synergy
Lanturn,Base,C+,Support;Special Attacker;Rain weather synergy
Xatu,Base,C+,Support;Has Speed Control
Ampharos,Mega,C+,Special Attacker;Defensive
Espeon,Base,C+,Special Attacker;Has Speed Control
Girafarig,Base,C+,Support;Special Attacker
Qwilfish,Base,C+,Support;Rain weather synergy
Qwilfish,Hisuian,C+,Support;Physical Attacker
Corsola,Galarian,C+,Defensive;Support
Mantine,Base,C+,Support;Defensive;Rain weather synergy
Skarmory,Base,C+,Defensive;Support
Sceptile,Base,C+,Special Attacker;Has Speed Control
Masquerain,Base,C+,Support;Has Speed Control
Ninjask,Base,C+,Support;Has Speed Control
Aggron,Mega,C+,Physical Attacker;Defensive
Manectric,Base,C+,Special Attacker;Has Speed Control
Altaria,Base,C+,Support;Physical Attacker
Banette,Mega,C+,Support;Physical Attacker
Absol,Base,C+,Physical Attacker
Regirock,Base,C+,Defensive;Sand weather synergy
Deoxys,Defense,C+,Defensive;Support
Luxray,Base,C+,Physical Attacker
Mismagius,Base,C+,Special Attacker;Has Speed Control
Honchkrow,Base,C+,Physical Attacker
Drapion,Base,C+,Physical Attacker
Magmortar,Base,C+,Special Attacker
Yanmega,Base,C+,Special Attacker;Has Speed Control
Leafeon,Base,C+,Physical Attacker;Sun weather synergy
Glaceon,Base,C+,Special Attacker;Snow weather synergy
Dusknoir,Base,C+,Support;Defensive;Needs Speed Control
Rotom,Fan,C+,Support;Has Speed Control
Emboar,Base,C+,Physical Attacker;Special Attacker;Needs Speed Control
Zebstrika,Base,C+,Special Attacker;Has Speed Control
Basculin,Red Stripe,C+,Physical Attacker
Basculin,Blue Stripe,C+,Physical Attacker
Darmanitan,Zen Mode,C+,Special Attacker;Needs Speed Control
Sigilyph,Base,C+,Special Attacker
Sawsbuck,Spring Form,C+,Physical Attacker
Sawsbuck,Summer Form,C+,Physical Attacker
Sawsbuck,Autumn Form,C+,Physical Attacker
Sawsbuck,Winter Form,C+,Physical Attacker
Beheeyem,Base,C+,Special Attacker;Needs Speed Control
Cryogonal,Base,C+,Support;Special Attacker
Accelgor,Base,C+,Support;Has Speed Control
Druddigon,Base,C+,Physical Attacker
Bouffalant,Base,C+,Physical Attacker
Pyroar,Base,C+,Special Attacker;Has Speed Control
Doublade,Base,C+,Physical Attacker;Defensive
Malamar,Base,C+,Physical Attacker;Stat Boosting Setup
Carbink,Base,C+,Support;Defensive
Gourgeist,Average Size,C+,Support
Gourgeist,Small Size,C+,Support;Has Speed Control
Gourgeist,Large Size,C+,Support
Gourgeist,Super Size,C+,Support;Defensive
Avalugg,Hisuian,C+,Physical Attacker;Defensive
Crabominable,Base,C+,Physical Attacker;Needs Speed Control;Snow weather synergy
Lycanroc,Midnight Form,C+,Physical Attacker
Pyukumuku,Base,C+,Support;Defensive
Type: Null,Base,C+,Physical Attacker;Defensive
Minior,Meteor Form,C+,Physical Attacker;Has Speed Control
Bruxish,Base,C+,Physical Attacker
Mabosstiff,Base,C+,Physical Attacker
Palafin,Zero Form,C+,Physical Attacker
Dudunsparce,Two-Segment Form,C+,Physical Attacker;Support
Dugtrio,Base,D,Physical Attacker;Has Speed Control
Primeape,Base,D,Physical Attacker;Stat Boosting Setup
Golem,Base,D,Physical Attacker;Sand weather synergy
Rapidash,Base,D,Physical Attacker;Sun weather synergy
Marowak,Base,D,Physical Attacker
Noctowl,Base,D,Support;Special Attacker
Dunsparce,Base,D,Support
Vigoroth,Base,D,Physical Attacker
Chimecho,Base,D,Support
Wormadam,Trash Cloak,D,Defensive
Simisear,Base,D,Special Attacker
Throh,Base,D,Physical Attacker
Raticate,Alolan,D-,Physical Attacker;Needs Speed Control
Arbok,Base,D-,Support;Physical Attacker
Sandslash,Base,D-,Physical Attacker
Wigglytuff,Base,D-,Support;Special Attacker
Golbat,Base,D-,Support;Has Speed Control
Parasect,Base,D-,Support;Physical Attacker
Dugtrio,Alolan,D-,Physical Attacker
Persian,Base,D-,Support;Has Speed Control
Golem,Alolan,D-,Physical Attacker
Farfetch'd,Galarian,D-,Physical Attacker
Dodrio,Base,D-,Physical Attacker;Has Speed Control
Dewgong,Base,D-,Defensive;Snow weather synergy
Onix,Base,D-,Support;Defensive
Hypno,Base,D-,Support
Lickitung,Base,D-,Support;Defensive
Seadra,Base,D-,Special Attacker;Rain weather synergy
Flareon,Base,D-,Physical Attacker;Sun weather synergy
Furret,Base,D-,Support
Ariados,Base,D-,Support;Physical Attacker
Sunflora,Base,D-,Special Attacker;Sun weather synergy
Yanma,Base,D-,Special Attacker;Has Speed Control
Wobbuffet,Base,D-,Support;Defensive
Magcargo,Base,D-,Defensive;Sun weather synergy
Corsola,Base,D-,Defensive
Mightyena,Base,D-,Physical Attacker;Support
Linoone,Base,D-,Physical Attacker
Beautifly,Base,D-,Special Attacker
Dustox,Base,D-,Defensive;Support
Loudred,Base,D-,Special Attacker
Swalot,Base,D-,Defensive
Wailord,Base,D-,Special Attacker
Vibrava,Base,D-,Physical Attacker;Has Speed Control
Seviper,Base,D-,Physical Attacker;Special Attacker
Castform,Base,D-,Support
Castform,Sunny,D-,Special Attacker;Sun weather synergy
Castform,Rainy,D-,Special Attacker;Rain weather synergy
Castform,Snowy,D-,Special Attacker;Snow weather synergy
Huntail,Base,D-,Physical Attacker
Gorebyss,Base,D-,Special Attacker
Kricketune,Base,D-,Support;Physical Attacker
Wormadam,Plant Cloak,D-,Defensive
Wormadam,Sandy Cloak,D-,Defensive
Mothim,Base,D-,Special Attacker
Chatot,Base,D-,Special Attacker
Carnivine,Base,D-,Physical Attacker
Watchog,Base,D-,Support
Maractus,Base,D-,Special Attacker;Sun weather synergy
Gumshoos,Base,D-,Physical Attacker
Beedrill,Base,D-,Physical Attacker
Pidgeot,Base,D-,Special Attacker
Pikachu,Base,D+,Support;Special Attacker;Has Speed Control
Pikachu,Gigantamax,D+,Support;Special Attacker;Has Speed Control
Magneton,Base,D+,Special Attacker
Haunter,Base,D+,Special Attacker
Hitmonchan,Base,D+,Physical Attacker
Rhydon,Base,D+,Physical Attacker;Sand weather synergy
Tangela,Base,D+,Defensive
Mr. Mime,Galarian,D+,Support
Magmar,Base,D+,Special Attacker;Sun weather synergy
Pinsir,Base,D+,Physical Attacker
Ditto,Base,D+,Support
Vaporeon,Base,D+,Defensive;Rain weather synergy
Porygon,Base,D+,Support;Special Attacker
Meganium,Base,D+,Support;Defensive
Bellossom,Base,D+,Support;Special Attacker;Sun weather synergy
Sudowoodo,Base,D+,Physical Attacker;Sand weather synergy
Misdreavus,Base,D+,Support
Gligar,Base,D+,Defensive
Shuckle,Base,D+,Support;Defensive
Sneasel,Base,D+,Physical Attacker;Has Speed Control
Octillery,Base,D+,Special Attacker;Rain weather synergy
Stantler,Base,D+,Support
Combusken,Base,D+,Physical Attacker;Stat Boosting Setup
Lombre,Base,D+,Support;Rain weather synergy
Nuzleaf,Base,D+,Physical Attacker;Sun weather synergy
Plusle,Base,D+,Support;Has Speed Control
Minun,Base,D+,Support;Has Speed Control
Volbeat,Base,D+,Support
Illumise,Base,D+,Support
Grumpig,Base,D+,Support;Special Attacker
Zangoose,Base,D+,Physical Attacker
Armaldo,Base,D+,Physical Attacker
Kecleon,Base,D+,Support
Banette,Base,D+,Physical Attacker
Tropius,Base,D+,Support
Relicanth,Base,D+,Physical Attacker;Rain weather synergy
Metang,Base,D+,Physical Attacker;Defensive
Monferno,Base,D+,Physical Attacker
Staravia,Base,D+,Physical Attacker
Bibarel,Base,D+,Support;Physical Attacker
Purugly,Base,D+,Physical Attacker
Gabite,Base,D+,Physical Attacker
Lumineon,Base,D+,Support
Phione,Base,D+,Support
Pignite,Base,D+,Physical Attacker
Dewott,Base,D+,Physical Attacker
Simisage,Base,D+,Physical Attacker
Simipour,Base,D+,Special Attacker
Unfezant,Base,D+,Physical Attacker
Gurdurr,Base,D+,Physical Attacker
Palpitoad,Base,D+,Rain weather synergy
Krokorok,Base,D+,Physical Attacker
Gothorita,Base,D+,Support
Deerling,Spring Form,D+,Physical Attacker
Deerling,Summer Form,D+,Physical Attacker
Deerling,Autumn Form,D+,Physical Attacker
Deerling,Winter Form,D+,Physical Attacker
Eelektrik,Base,D+,Special Attacker
Lampent,Base,D+,Special Attacker
Fraxure,Base,D+,Physical Attacker
Heatmor,Base,D+,Special Attacker
Zweilous,Base,D+,Physical Attacker
Braixen,Base,D+,Special Attacker
Frogadier,Base,D+,Special Attacker;Has Speed Control
Fletchinder,Base,D+,Physical Attacker
Furfrou,Natural Form,D+,Support
Sliggoo,Base,D+,Special Attacker
Torracat,Base,D+,Physical Attacker
Charjabug,Base,D+,Support
Hakamo-o,Base,D+,Physical Attacker
Thwackey,Base,D+,Physical Attacker
Raboot,Base,D+,Physical Attacker
Drizzile,Base,D+,Special Attacker
Corvisquire,Base,D+,Physical Attacker
Carkol,Base,D+,Physical Attacker
Hattrem,Base,D+,Special Attacker
Drakloak,Base,D+,Physical Attacker
Floragato,Base,D+,Physical Attacker
Crocalor,Base,D+,Special Attacker
Quaxwell,Base,D+,Physical Attacker
Pawmo,Base,D+,Physical Attacker
Dolliv,Base,D+,Special Attacker
Naclstack,Base,D+,Defensive
Tinkatuff,Base,D+,Support
Amaura,Base,F,Special Attacker;Snow weather synergy
Anorith,Base,F,Physical Attacker
Applin,Base,F,Support
Archen,Base,F,Physical Attacker
Aron,Base,F,Physical Attacker
Arrokuda,Base,F,Physical Attacker
Baltoy,Base,F,Support
Barboach,Base,F,Physical Attacker
Blitzle,Base,F,Physical Attacker
Boldore,Base,F,Physical Attacker;Sand weather synergy
Bramblin,Base,F,Physical Attacker
Bronzor,Base,F,Defensive
Budew,Base,F,Support;Special Attacker
Buizel,Base,F,Physical Attacker;Rain weather synergy
Bulbasaur,Base,F,Special Attacker;Needs Speed Control;Sun weather synergy
Buneary,Base,F,Physical Attacker
Cacnea,Base,F,Physical Attacker;Sun weather synergy
Capsakid,Base,F,Special Attacker;Sun weather synergy
Carvanha,Base,F,Physical Attacker;Rain weather synergy
Cetoddle,Base,F,Physical Attacker;Snow weather synergy
Charmander,Base,F,Special Attacker;Needs Speed Control;Sun weather synergy
Chespin,Base,F,Physical Attacker
Chewtle,Base,F,Physical Attacker
Chimchar,Base,F,Physical Attacker
Chinchou,Base,F,Special Attacker;Rain weather synergy
Clauncher,Base,F,Special Attacker
Clobbopus,Base,F,Physical Attacker
Corphish,Base,F,Physical Attacker
Crabrawler,Base,F,Physical Attacker
Cranidos,Base,F,Physical Attacker
Croagunk,Base,F,Physical Attacker
Cubone,Base,F,Physical Attacker
Cufant,Base,F,Physical Attacker
Cutiefly,Base,F,Support
Cyndaquil,Base,F,Special Attacker;Sun weather synergy
Dartrix,Base,F,Physical Attacker
Darumaka,Base,F,Physical Attacker;Sun weather synergy
Darumaka,Galarian,F,Physical Attacker;Snow weather synergy
Dewpider,Base,F,Support
Diglett,Alolan,F,Physical Attacker
Dratini,Base,F,Physical Attacker
Drifloon,Base,F,Support
Drilbur,Base,F,Physical Attacker
Duosion,Base,F,Special Attacker
Duskull,Base,F,Support;Defensive
Dwebble,Base,F,Physical Attacker
Eevee,Base,F,Support
Eevee,Gigantamax,F,Support
Electrike,Base,F,Special Attacker
Elekid,Base,F,Special Attacker
Espurr,Base,F,Support
Exeggcute,Base,F,Special Attacker;Sun weather synergy
Fearow,Base,F,Physical Attacker
Fennekin,Base,F,Special Attacker
Finizen,Base,F,Physical Attacker
Fletchling,Base,F,Physical Attacker
Flittle,Base,F,Special Attacker
Frillish,Base,F,Support
Froakie,Base,F,Special Attacker
Fuecoco,Base,F,Special Attacker
Geodude,Base,F,Physical Attacker;Sand weather synergy
Geodude,Alolan,F,Physical Attacker
Glimmet,Base,F,Special Attacker
Golett,Base,F,Physical Attacker
Greavard,Base,F,Physical Attacker
Grimer,Base,F,Physical Attacker
Grimer,Alolan,F,Physical Attacker
Grookey,Base,F,Physical Attacker
Grovyle,Base,F,Physical Attacker;Has Speed Control
Grubbin,Base,F,Special Attacker
Hatenna,Base,F,Special Attacker
Helioptile,Base,F,Special Attacker
Herdier,Base,F,Physical Attacker
Hippopotas,Base,F,Defensive;Sand weather setter;Sand weather synergy
Houndour,Base,F,Special Attacker;Sun weather synergy
Impidimp,Base,F,Support
Inkay,Base,F,Physical Attacker
Joltik,Base,F,Special Attacker
Kabuto,Base,F,Physical Attacker;Rain weather synergy
Karrablast,Base,F,Physical Attacker
Klang,Base,F,Physical Attacker
Klink,Base,F,Physical Attacker
Koffing,Base,F,Support
Lairon,Base,F,Physical Attacker
Lileep,Base,F,Defensive
Lillipup,Base,F,Physical Attacker
Litleo,Base,F,Special Attacker;Sun weather synergy
Litten,Base,F,Physical Attacker
Litwick,Base,F,Special Attacker
Luxio,Base,F,Physical Attacker
Machop,Base,F,Physical Attacker
Magby,Base,F,Special Attacker
Makuhita,Base,F,Physical Attacker
Mankey,Base,F,Physical Attacker
Mantyke,Base,F,Defensive
Mareanie,Base,F,Defensive
Mareep,Base,F,Special Attacker
Marshtomp,Base,F,Physical Attacker;Rain weather synergy
Meditite,Base,F,Physical Attacker
Meltan,Base,F,Physical Attacker
Meowth,Gigantamax,F,Support
Mienfoo,Base,F,Physical Attacker
Mudbray,Base,F,Physical Attacker
Mudkip,Base,F,Physical Attacker;Rain weather synergy
Munchlax,Base,F,Physical Attacker;Defensive
Munna,Base,F,Support
Nacli,Base,F,Defensive
Natu,Base,F,Support
Noibat,Base,F,Special Attacker
Numel,Base,F,Special Attacker;Sun weather synergy
Omanyte,Base,F,Special Attacker;Rain weather synergy
Oshawott,Base,F,Special Attacker
Pancham,Base,F,Physical Attacker
Pawmi,Base,F,Physical Attacker
Pawniard,Base,F,Physical Attacker
Petilil,Base,F,Support;Sun weather synergy
Phanpy,Base,F,Physical Attacker
Phantump,Base,F,Physical Attacker
Piplup,Base,F,Special Attacker
Poipole,Base,F,Special Attacker
Ponyta,Base,F,Physical Attacker;Sun weather synergy
Ponyta,Galarian,F,Special Attacker
Popplio,Base,F,Special Attacker
Pumpkaboo,Average Size,F,Support
Pumpkaboo,Small Size,F,Support
Pumpkaboo,Large Size,F,Support
Pumpkaboo,Super Size,F,Support
Quaxly,Base,F,Physical Attacker
Quilladin,Base,F,Physical Attacker;Defensive
Rhyhorn,Base,F,Physical Attacker;Sand weather synergy
Rockruff,Base,F,Physical Attacker
Roggenrola,Base,F,Physical Attacker;Sand weather synergy
Rolycoly,Base,F,Physical Attacker
Rookidee,Base,F,Physical Attacker
Rowlet,Base,F,Physical Attacker
Rufflet,Base,F,Physical Attacker
Salandit,Base,F,Special Attacker
Sandile,Base,F,Physical Attacker
Sandshrew,Alolan,F,Physical Attacker;Snow weather synergy
Sandygast,Base,F,Defensive
Scorbunny,Base,F,Physical Attacker
Scraggy,Base,F,Physical Attacker
Sealeo,Base,F,Defensive
Servine,Base,F,Support
Shellder,Base,F,Physical Attacker
Shellos-East Sea,Base,F,Defensive
Shellos-West Sea,Base,F,Defensive
Shieldon,Base,F,Defensive
Shinx,Base,F,Physical Attacker
Shroomish,Base,F,Support
Shuppet,Base,F,Physical Attacker
Silicobra,Base,F,Physical Attacker
Sinistea,Base,F,Special Attacker
Sizzlipede,Base,F,Physical Attacker
Skiddo,Base,F,Physical Attacker
Skorupi,Base,F,Physical Attacker
Skrelp,Base,F,Special Attacker
Slowpoke,Base,F,Defensive
Slowpoke,Galarian,F,Defensive
Snivy,Base,F,Support
Snorunt,Base,F,Support
Snover,Base,F,Snow weather setter;Snow weather synergy
Snubbull,Base,F,Physical Attacker
Sobble,Base,F,Special Attacker
Solosis,Base,F,Special Attacker
Spheal,Base,F,Defensive
Spoink,Base,F,Support
Sprigatito,Base,F,Physical Attacker
Spritzee,Base,F,Support
Squirtle,Base,F,Defensive;Needs Speed Control
Starly,Base,F,Physical Attacker
Staryu,Base,F,Special Attacker;Has Speed Control
Stufful,Base,F,Physical Attacker
Stunky,Base,F,Physical Attacker
Swablu,Base,F,Support
Swinub,Base,F,Physical Attacker;Snow weather synergy
Swirlix,Base,F,Support
Tadbulb,Base,F,Special Attacker
Tandemaus,Base,F,Support
Teddiursa,Base,F,Physical Attacker
Tentacool,Base,F,Defensive
Tepig,Base,F,Physical Attacker
Timburr,Base,F,Physical Attacker
Tinkatink,Base,F,Support
Tirtouga,Base,F,Physical Attacker;Rain weather synergy
Toedscool,Base,F,Support
Togepi,Base,F,Support
Torchic,Base,F,Special Attacker;Sun weather synergy
Totodile,Base,F,Physical Attacker
Toxel,Base,F,Special Attacker
Trapinch,Base,F,Physical Attacker
Treecko,Base,F,Special Attacker;Has Speed Control
Turtwig,Base,F,Physical Attacker
Tyrunt,Base,F,Physical Attacker
Varoom,Base,F,Physical Attacker
Venipede,Base,F,Physical Attacker
Voltorb,Base,F,Support;Has Speed Control
Voltorb,Hisuian,F,Support
Vullaby,Base,F,Defensive
Wailmer,Base,F,Special Attacker
Wattrel,Base,F,Special Attacker;Has Speed Control
Whirlipede,Base,F,Physical Attacker
Wingull,Base,F,Special Attacker;Rain weather synergy
Wooper,Base,F,Defensive
Wooper,Paldean,F,Defensive
Yamask,Base,F,Defensive
Yamask,Galarian,F,Defensive
Yamper,Base,F,Support
Zigzagoon,Galarian,F,Physical Attacker
Zorua,Base,F,Special Attacker
Zorua-Hisuian,Base,F,Special Attacker
Aipom,Base,F-,Physical Attacker
Azurill,Base,F-,Support
Bellsprout,Base,F-,Special Attacker;Sun weather synergy
Bergmite,Base,F-,Defensive
Bidoof,Base,F-,Support
Binacle,Base,F-,Physical Attacker
Blipbug,Base,F-,Support
Bonsly,Base,F-,Defensive
Bounsweet,Base,F-,Support
Bunnelby,Base,F-,Physical Attacker
Burmy-Plant Cloak,Base,F-,Support
Burmy-Sandy Cloak,Base,F-,Support
Burmy-Trash Cloak,Base,F-,Support
Cascoon,Base,F-,Defensive
Caterpie,Base,F-,Needs Speed Control
Cherubi,Base,F-,Special Attacker;Sun weather synergy
Chikorita,Base,F-,Support;Defensive
Chingling,Base,F-,Support
Clamperl,Base,F-,Special Attacker
Cleffa,Base,F-,Support
Combee,Base,F-,Support
Cosmoem,Base,F-,Defensive
Cosmog,Base,F-,Support
Cubchoo,Base,F-,Physical Attacker;Snow weather synergy
Delcatty,Base,F-,Support
Delibird,Base,F-,Support;Snow weather synergy
Diglett,Base,F-,Physical Attacker;Has Speed Control
Doduo,Base,F-,Physical Attacker
Dottler,Base,F-,Defensive
Drowzee,Base,F-,Support
Ducklett,Base,F-,Support
Ekans,Base,F-,Physical Attacker
Elgyem,Base,F-,Special Attacker
Feebas,Base,F-,Special Attacker
Fidough,Base,F-,Support
Finneon,Base,F-,Special Attacker
Flabebe,Red Flower,F-,Support
Flabebe,Yellow Flower,F-,Support
Flabebe,Orange Flower,F-,Support
Flabebe,Blue Flower,F-,Support
Flabebe,White Flower,F-,Support
Fomantis,Base,F-,Physical Attacker
Glameow,Base,F-,Support
Goldeen,Base,F-,Physical Attacker
Gossifleur,Base,F-,Support
Gothita,Base,F-,Support
Gulpin,Base,F-,Defensive
Happiny,Base,F-,Support;Defensive
Hoothoot,Base,F-,Support
Hoppip,Base,F-,Support
Horsea,Base,F-,Special Attacker;Rain weather synergy
Igglybuff,Base,F-,Support
Kakuna,Base,F-,Defensive
Krabby,Base,F-,Physical Attacker
Kricketot,Base,F-,Physical Attacker
Lechonk,Base,F-,Physical Attacker
Ledyba,Base,F-,Support
Lotad,Base,F-,Rain weather synergy
Luvdisc,Base,F-,Support
Magikarp,Base,F-,Needs Speed Control
Maschiff,Base,F-,Physical Attacker
Meowth,Base,F-,Support
Meowth,Alolan,F-,Support
Meowth,Galarian,F-,Physical Attacker
Metapod,Base,F-,Defensive
Milcery,Base,F-,Support
Mime Jr.,Base,F-,Support
Minccino,Base,F-,Physical Attacker
Morelull,Base,F-,Support
Nickit,Base,F-,Support
Nidoran F,Base,F-,Special Attacker
Nidoran M,Base,F-,Physical Attacker
Nidorina,Base,F-,Defensive
Nidorino,Base,F-,Physical Attacker
Nincada,Base,F-,Physical Attacker
Nosepass,Base,F-,Defensive
Nymble,Base,F-,Physical Attacker
Oddish,Base,F-,Special Attacker;Sun weather synergy
Panpour,Base,F-,Special Attacker
Pansage,Base,F-,Physical Attacker
Pansear,Base,F-,Special Attacker
Paras,Base,F-,Physical Attacker
Patrat,Base,F-,Physical Attacker
Pichu,Base,F-,Support
Pidgey,Base,F-,Needs Speed Control
Pidove,Base,F-,Physical Attacker
Pikipek,Base,F-,Physical Attacker
Pineco,Base,F-,Defensive
Poliwag,Base,F-,Rain weather synergy
Poochyena,Base,F-,Physical Attacker
Psyduck,Base,F-,Special Attacker;Rain weather synergy
Purrloin,Base,F-,Support
Raticate,Base,F-,Physical Attacker
Rattata,Base,F-,Physical Attacker
Rattata,Alolan,F-,Physical Attacker
Rellor,Base,F-,Support
Remoraid,Base,F-,Special Attacker;Rain weather synergy
Sandshrew,Base,F-,Physical Attacker
Scatterbug,Base,F-,Support
Seaking,Base,F-,Physical Attacker;Rain weather synergy
Seedot,Base,F-,Physical Attacker;Sun weather synergy
Seel,Base,F-,Defensive
Sentret,Base,F-,Physical Attacker
Sewaddle,Base,F-,Physical Attacker
Shelmet,Base,F-,Defensive
Shroodle,Base,F-,Support
Silcoon,Base,F-,Defensive
Skiploom,Base,F-,Support
Skitty,Base,F-,Support
Skwovet,Base,F-,Physical Attacker
Slakoth,Base,F-,Physical Attacker
Slugma,Base,F-,Special Attacker;Sun weather synergy
Smoliv,Base,F-,Special Attacker
Smoochum,Base,F-,Special Attacker
Snom,Base,F-,Special Attacker
Spearow,Base,F-,Physical Attacker
Spewpa,Base,F-,Defensive
Spinarak,Base,F-,Physical Attacker
Spinda,Base,F-,Support
Steenee,Base,F-,Support
Sunkern,Base,F-,Special Attacker;Sun weather synergy
Surskit,Base,F-,Special Attacker;Rain weather synergy
Swadloon,Base,F-,Defensive
Taillow,Base,F-,Physical Attacker
Tarountula,Base,F-,Support
Tranquill,Base,F-,Physical Attacker
Trubbish,Base,F-,Defensive
Tympole,Base,F-,Rain weather synergy
Tynamo,Base,F-,Special Attacker
